player_id,alliance_tag,account_creation_date,total_power_level,resources_transferred_out,days_since_last_login
IronSniper8238,[KING],2026-06-23,117622,32034,0
DarkPhantom3007,[NOVA],2026-06-07,519357,138202,5
GhostGoblin7868,[KING],2026-06-25,333408,91864,2
StormSniper3685,[NULL],2026-06-18,651386,89409,5
RadiantSniper8441,[BETA],2026-06-08,419981,114027,3
DarkHunter2797,[WAR],2026-06-14,189371,126495,5
VoidWarlord6951,[KING],2026-06-19,604827,52225,1
IronKnight9066,[VOID],2026-06-08,185728,34808,3
CrimsonHunter3836,[VOID],2026-06-22,26288,91405,4
StormMage1120,[VOID],2026-06-12,37730,96666,2
FrostSniper7821,[NOVA],2026-06-18,563572,36478,0
StormGoblin3511,[NOVA],2026-06-08,89230,101358,1
FrostRogue8034,[NULL],2026-06-20,385234,115668,2
RadiantKnight991,[BETA],2026-06-16,118813,60270,5
ShadowGoblin6530,[VOID],2026-06-17,416907,73279,4
FrostViper1820,[NULL],2026-06-19,746475,29037,4
RadiantMage1765,[BETA],2026-06-17,470376,132903,1
FrostKnight1373,[NOVA],2026-06-20,190701,48493,2
DarkRogue1097,[NOVA],2026-06-19,156275,90541,0
FrostRogue4551,[NULL],2026-06-23,729566,117781,3
VoidGoblin7183,[KING],2026-06-26,502532,9617,0
ShadowViper5948,[NULL],2026-06-22,239755,103719,0
DarkWarlord9705,[NOVA],2026-06-16,293240,71940,4
FrostKnight5761,[NULL],2026-06-10,732953,128367,4
ToxicGoblin3621,[BETA],2026-06-20,756615,19857,3
DarkRogue4590,[NULL],2026-06-21,96919,14797,5
GhostWarlord6217,[WAR],2026-06-20,805156,121506,2
ShadowGoblin4934,[NULL],2026-06-16,168936,101349,4
StormBeast9017,[BETA],2026-06-16,367331,73,0
CrimsonWarlord7174,[FARM],2026-06-17,738401,92762,3
User7600172,[FARM],2026-06-26,630,1497328,8
IronMage2423,[VOID],2026-06-19,632032,17705,1
ShadowMage7186,[FARM],2026-06-20,163051,90621,3
RadiantGoblin3285,[BETA],2026-06-17,223002,141136,4
ToxicBeast4075,[APEX],2026-06-17,32005,96374,2
GhostWarlord9043,[NOVA],2026-06-23,644443,102763,0
ShadowHunter3552,[NOVA],2026-06-07,333455,68481,0
IronMage6083,[BETA],2026-06-25,333923,93651,4
DarkHunter8819,[BETA],2026-06-14,7055,64537,1
GhostGoblin7231,[KING],2026-06-15,539030,2339,0
ShadowMage4089,[BETA],2026-06-23,790548,1207,3
GhostBeast1677,[FARM],2026-06-09,642109,129602,4
VoidRogue9629,[KING],2026-06-08,5304,64167,3
RadiantSniper54,[APEX],2026-06-20,60554,4356,3
IronKnight1039,[NOVA],2026-06-09,597864,108318,4
StormMage1067,[KING],2026-06-18,729497,114290,3
IronSniper851,[NOVA],2026-06-11,290257,75951,5
FrostPhantom4715,[VOID],2026-06-21,191724,91232,1
ToxicPhantom9224,[BETA],2026-06-24,310556,22221,1
VoidGoblin3338,[BETA],2026-06-07,528766,101612,2
RadiantGoblin3206,[WAR],2026-06-17,634558,25986,3
RadiantBeast467,[FARM],2026-06-25,607108,145185,0
DarkHunter2454,[NOVA],2026-06-13,551883,102521,1
FrostSniper5130,[WAR],2026-06-23,608505,145122,2
DarkViper2959,[BETA],2026-06-21,354110,79679,4
VoidWarlord662,[VOID],2026-06-10,794148,111753,0
RadiantBeast5589,[KING],2026-06-25,502925,54126,5
VoidSniper9470,[VOID],2026-06-20,538005,61149,5
FrostViper3574,[NULL],2026-06-24,110396,121163,4
ShadowWarlord8585,[VOID],2026-06-18,60857,117581,2
IronPhantom4625,[KING],2026-06-13,407894,17065,0
ShadowViper3391,[NOVA],2026-06-20,634321,55886,2
FrostRogue8815,[WAR],2026-06-22,276499,119228,0
RadiantMage9539,[APEX],2026-06-22,280130,116121,5
CrimsonBeast1991,[NULL],2026-06-15,372616,105124,4
VoidGoblin617,[VOID],2026-06-14,776429,140697,2
ShadowWarlord702,[BETA],2026-06-06,355377,119658,1
IronHunter6777,[FARM],2026-06-10,499883,65375,0
StormViper4657,[WAR],2026-06-16,701346,4619,0
IronWarlord1862,[WAR],2026-06-17,525644,122132,5
DarkGoblin1516,[APEX],2026-06-22,773850,69419,0
ToxicBeast3115,[FARM],2026-06-09,369234,105914,5
StormBeast361,[BETA],2026-06-15,826973,8068,1
ToxicSniper8883,[WAR],2026-06-08,669975,138975,1
FrostGoblin2727,[BETA],2026-06-11,746872,15582,1
DarkGoblin4514,[KING],2026-06-12,531022,129269,0
FrostViper7598,[FARM],2026-06-18,648481,23488,0
ToxicKnight5850,[FARM],2026-06-17,506028,138417,4
RadiantRogue2267,[NULL],2026-06-25,795778,78245,3
GhostViper5949,[APEX],2026-06-11,590639,130756,4
CrimsonMage6551,[KING],2026-06-06,244130,48670,4
DarkHunter3214,[VOID],2026-06-18,613981,80045,4
RadiantBeast193,[FARM],2026-06-08,693620,69676,1
CrimsonViper6284,[NULL],2026-06-22,810035,101513,2
DarkBeast4477,[WAR],2026-06-13,820711,35210,4
ToxicViper4458,[NOVA],2026-06-07,791746,115244,3
ToxicRogue7419,[VOID],2026-06-17,216015,18789,0
CrimsonKnight2353,[VOID],2026-06-07,824689,71008,4
ToxicMage9663,[FARM],2026-06-09,167651,61813,3
StormRogue9839,[APEX],2026-06-07,137866,95058,4
RadiantPhantom6278,[VOID],2026-06-20,791706,147391,2
VoidBeast1846,[VOID],2026-06-17,126970,8205,4
DarkBeast804,[WAR],2026-06-06,7905,105655,0
FrostRogue8545,[APEX],2026-06-18,833290,134490,2
IronViper12,[VOID],2026-06-22,678310,95923,0
CrimsonHunter7088,[KING],2026-06-06,41391,134322,3
User2890548,[FARM],2026-06-28,851,797013,9
GhostViper1855,[BETA],2026-06-11,581365,21044,4
ToxicWarlord779,[BETA],2026-06-12,401499,112053,4
CrimsonPhantom4561,[APEX],2026-06-19,166915,75792,5
CrimsonSniper2589,[WAR],2026-06-06,176252,103978,1
IronMage7376,[FARM],2026-06-15,705141,90754,2
IronKnight9260,[NULL],2026-06-12,339894,118781,2
FrostViper572,[APEX],2026-06-11,421826,83324,3
User4430778,[FARM],2026-06-21,864,1451275,9
CrimsonHunter1165,[WAR],2026-06-08,394739,83698,1
FrostBeast8480,[NOVA],2026-06-09,182447,20004,2
RadiantWarlord5760,[BETA],2026-06-16,218958,47969,3
IronSniper6054,[NOVA],2026-06-07,679106,118491,4
StormHunter5815,[FARM],2026-06-23,771249,19878,3
FrostBeast8255,[NULL],2026-06-11,787584,65716,2
RadiantPhantom5054,[FARM],2026-06-12,189294,113632,3
IronPhantom4550,[FARM],2026-06-18,294100,149739,4
StormHunter4843,[APEX],2026-06-11,68693,145493,5
IronMage6416,[FARM],2026-06-21,346370,35856,0
StormKnight7941,[BETA],2026-06-07,7026,93906,0
IronMage3703,[VOID],2026-06-20,365181,132877,1
VoidBeast328,[WAR],2026-06-18,135572,81920,0
IronGoblin3129,[APEX],2026-06-25,810832,75814,1
CrimsonMage2169,[KING],2026-06-17,392745,86109,0
ToxicRogue6078,[NOVA],2026-06-14,686155,46036,4
ShadowPhantom8895,[KING],2026-06-23,177715,66372,4
ToxicPhantom2471,[APEX],2026-06-12,221148,131178,0
FrostGoblin8019,[KING],2026-06-21,727994,142360,5
FrostKnight7273,[NOVA],2026-06-17,635380,136727,5
RadiantSniper9209,[BETA],2026-06-18,385888,61709,5
RadiantPhantom7946,[WAR],2026-06-12,81907,5464,0
RadiantSniper173,[VOID],2026-06-16,829051,70108,5
IronGoblin6865,[KING],2026-06-25,137172,20296,0
VoidBeast2953,[BETA],2026-06-13,364922,106933,0
ShadowSniper8993,[NULL],2026-06-11,288635,29846,4
RadiantViper9159,[FARM],2026-06-25,521920,21327,5
GhostWarlord274,[APEX],2026-06-14,670744,45924,3
RadiantRogue3605,[KING],2026-06-09,139028,122455,4
User3517253,[FARM],2026-06-26,472,1696261,9
StormKnight4239,[NULL],2026-06-20,22233,102205,1
VoidViper638,[VOID],2026-06-13,377513,32694,4
IronMage4881,[NULL],2026-06-06,140524,103538,4
IronMage4520,[VOID],2026-06-10,310249,45955,4
User1996699,[FARM],2026-06-26,108,1091016,8
DarkMage2486,[NULL],2026-06-24,297211,15955,3
VoidPhantom6769,[WAR],2026-06-09,446750,126596,4
StormPhantom3321,[APEX],2026-06-12,494327,4357,5
ToxicSniper9637,[NULL],2026-06-18,313690,114129,1
User6164881,[FARM],2026-06-26,710,936971,12
IronMage5163,[VOID],2026-06-07,473713,137070,2
FrostGoblin2172,[APEX],2026-06-10,79169,97999,4
GhostRogue7668,[NULL],2026-06-15,247046,19026,3
User5238826,[FARM],2026-06-25,757,584640,8
User2780367,[FARM],2026-06-28,832,726893,21
StormKnight6862,[NULL],2026-06-24,72183,34007,4
DarkSniper8632,[KING],2026-06-20,563592,135686,1
StormPhantom6011,[VOID],2026-06-09,261205,114413,2
FrostBeast5782,[WAR],2026-06-06,482471,78397,5
CrimsonSniper4415,[KING],2026-06-16,124520,42021,4
GhostMage4396,[WAR],2026-06-22,83347,56016,2
ToxicWarlord8656,[NULL],2026-06-10,740296,54060,5
CrimsonMage7816,[NOVA],2026-06-08,535583,52922,1
FrostMage9210,[VOID],2026-06-22,113728,63372,1
DarkMage9282,[FARM],2026-06-13,74897,133418,5
ToxicRogue3887,[APEX],2026-06-25,438666,89508,1
RadiantBeast5686,[VOID],2026-06-21,837361,137573,3
ShadowMage2106,[WAR],2026-06-19,72428,37823,4
DarkHunter7160,[NULL],2026-06-18,317442,69387,0
GhostWarlord4538,[VOID],2026-06-17,733028,54791,3
GhostWarlord6072,[VOID],2026-06-20,486453,74039,5
RadiantSniper1573,[NULL],2026-06-08,707326,73822,2
VoidSniper9867,[BETA],2026-06-09,69385,69479,0
GhostGoblin1839,[KING],2026-06-19,229182,119341,3
StormPhantom3779,[KING],2026-06-21,593660,143982,0
DarkBeast671,[APEX],2026-06-18,33682,86810,1
IronSniper8652,[WAR],2026-06-10,759801,34112,5
VoidPhantom7330,[APEX],2026-06-24,258249,78279,1
DarkWarlord4092,[BETA],2026-06-10,141899,52581,0
CrimsonViper6115,[VOID],2026-06-15,506727,22542,1
CrimsonViper6432,[APEX],2026-06-08,98586,24759,0
FrostGoblin1187,[KING],2026-06-15,594599,118017,5
VoidKnight6759,[BETA],2026-06-16,530164,76976,5
GhostRogue4463,[VOID],2026-06-17,504494,47270,1
FrostRogue9679,[APEX],2026-06-16,808964,28992,5
IronPhantom300,[APEX],2026-06-16,90432,123867,5
ShadowWarlord6462,[WAR],2026-06-16,504076,48246,0
IronRogue9543,[VOID],2026-06-17,386976,146247,1
VoidHunter1741,[APEX],2026-06-23,556048,96491,3
ShadowWarlord9371,[NOVA],2026-06-08,71174,149755,0
RadiantSniper8700,[NOVA],2026-06-09,12066,141841,4
User5428157,[FARM],2026-06-27,256,666731,20
VoidPhantom9928,[BETA],2026-06-06,524266,146471,0
CrimsonRogue7683,[KING],2026-06-06,212612,27664,1
IronHunter5808,[BETA],2026-06-21,630142,132847,2
User8691814,[FARM],2026-06-21,476,976394,21
CrimsonHunter8442,[APEX],2026-06-17,70167,94090,5
GhostViper9782,[NULL],2026-06-24,754337,100912,2
GhostSniper2374,[FARM],2026-06-09,523959,5301,0
GhostWarlord7532,[BETA],2026-06-17,516833,132355,2
DarkBeast1371,[NULL],2026-06-11,529604,114724,0
DarkWarlord8052,[VOID],2026-06-21,322814,108523,3
FrostSniper2200,[NULL],2026-06-11,744976,142034,3
FrostMage9854,[FARM],2026-06-26,848241,83124,2
IronHunter4976,[WAR],2026-06-07,479335,14367,5
StormKnight2995,[KING],2026-06-25,411020,75420,5
User6098415,[FARM],2026-06-23,150,995492,18
ToxicGoblin8932,[APEX],2026-06-08,591830,73105,0
IronKnight6238,[BETA],2026-06-06,556785,91286,2
CrimsonSniper7802,[APEX],2026-06-18,775216,31956,3
VoidViper1845,[NOVA],2026-06-15,585555,34715,2
GhostMage5665,[BETA],2026-06-07,115638,29206,3
CrimsonMage242,[NOVA],2026-06-21,76700,83566,2
VoidWarlord2999,[KING],2026-06-22,681523,77336,0
ToxicKnight6339,[APEX],2026-06-14,607692,121788,5
ToxicMage807,[BETA],2026-06-22,413276,129291,3
StormHunter7430,[VOID],2026-06-24,397256,52323,2
RadiantHunter8330,[KING],2026-06-15,281923,121507,0
VoidSniper9151,[NOVA],2026-06-22,675118,92822,1
StormGoblin819,[WAR],2026-06-15,657147,96580,5
ShadowBeast828,[NOVA],2026-06-09,429382,23406,2
DarkSniper1521,[FARM],2026-06-22,623833,124399,3
User6035897,[FARM],2026-06-24,185,1769488,13
VoidRogue1989,[BETA],2026-06-24,116798,119782,5
ShadowHunter9013,[APEX],2026-06-14,801293,52864,3
StormSniper8334,[FARM],2026-06-09,111964,18075,3
IronGoblin6750,[NULL],2026-06-09,564763,71579,2
IronGoblin8205,[WAR],2026-06-14,377183,61468,5
DarkWarlord7214,[WAR],2026-06-08,117727,108779,5
User8412771,[FARM],2026-06-28,860,794645,14
ShadowRogue1691,[VOID],2026-06-22,47378,96703,3
ShadowHunter4607,[FARM],2026-06-18,319330,26210,3
RadiantKnight3094,[KING],2026-06-11,542407,45017,5
RadiantViper7879,[WAR],2026-06-26,310277,1926,5
GhostWarlord5068,[NOVA],2026-06-25,810772,101701,5
IronHunter687,[NULL],2026-06-20,608674,101683,3
IronHunter4154,[NULL],2026-06-15,253197,46999,5
FrostSniper121,[NULL],2026-06-23,499637,19147,5
FrostViper5027,[BETA],2026-06-06,830228,70240,0
CrimsonHunter6659,[FARM],2026-06-20,326107,60237,4
StormHunter1151,[FARM],2026-06-07,161676,82009,3
DarkMage7068,[WAR],2026-06-16,379900,25718,4
IronHunter9489,[NULL],2026-06-07,621725,133234,1
GhostKnight1646,[KING],2026-06-19,816114,73175,2
ShadowRogue4217,[VOID],2026-06-17,101325,52521,0
DarkBeast2711,[NULL],2026-06-15,367171,136474,2
VoidPhantom9678,[NULL],2026-06-19,802807,89756,4
DarkBeast4202,[WAR],2026-06-23,579759,124438,3
GhostKnight1523,[VOID],2026-06-25,113823,4774,1
User4643542,[FARM],2026-06-21,324,1662681,13
DarkSniper6371,[KING],2026-06-24,719764,131201,5
StormWarlord3573,[VOID],2026-06-25,719762,591,1
ToxicBeast9748,[BETA],2026-06-07,51518,9673,1
DarkSniper6621,[WAR],2026-06-18,233351,54664,3
User5686242,[FARM],2026-06-24,357,1203129,15
RadiantViper1485,[BETA],2026-06-19,717366,88375,5
VoidViper5061,[NULL],2026-06-08,243827,123750,4
GhostViper138,[APEX],2026-06-13,233025,70323,1
ToxicRogue987,[FARM],2026-06-26,365457,51256,4
RadiantKnight1122,[APEX],2026-06-25,656665,19335,2
DarkRogue9544,[KING],2026-06-15,622204,26053,2
FrostHunter4510,[APEX],2026-06-18,288738,34921,0
ToxicRogue1977,[BETA],2026-06-14,805904,67113,5
CrimsonKnight5318,[KING],2026-06-10,577487,75730,2
StormPhantom14,[FARM],2026-06-24,308095,13165,4
VoidWarlord304,[KING],2026-06-21,343539,11550,5
RadiantBeast3905,[WAR],2026-06-15,48354,90795,1
VoidHunter3380,[VOID],2026-06-07,780074,34253,1
User7739339,[FARM],2026-06-28,873,1501357,17
User6726926,[FARM],2026-06-23,299,1600932,12
GhostGoblin4139,[WAR],2026-06-06,663135,58711,1
CrimsonSniper1596,[VOID],2026-06-10,710505,39873,1
IronGoblin6535,[WAR],2026-06-06,99285,92651,5
DarkGoblin1290,[APEX],2026-06-25,511231,95082,3
GhostRogue5034,[FARM],2026-06-11,695426,48183,3
DarkPhantom334,[WAR],2026-06-12,329761,78313,0
StormMage5596,[WAR],2026-06-24,137527,47805,1
StormHunter9579,[BETA],2026-06-06,52154,25875,2
GhostSniper9878,[NULL],2026-06-18,273996,123179,3
FrostMage1779,[VOID],2026-06-24,690261,5016,3
RadiantKnight2683,[APEX],2026-06-18,244284,31234,1
CrimsonHunter7683,[KING],2026-06-13,259415,65259,0
RadiantGoblin2333,[VOID],2026-06-26,18277,144982,5
CrimsonPhantom5542,[FARM],2026-06-22,745123,53749,2
IronWarlord1508,[VOID],2026-06-15,682985,14163,4
DarkViper7872,[WAR],2026-06-20,335795,72116,4
User5659365,[FARM],2026-06-25,730,1457619,21
GhostSniper5817,[APEX],2026-06-13,531927,148705,1
DarkPhantom2814,[KING],2026-06-19,160556,31546,1
StormRogue6954,[KING],2026-06-17,24029,145641,4
ToxicKnight5376,[KING],2026-06-22,635403,13122,5
IronPhantom3816,[NULL],2026-06-09,483512,59046,2
ShadowRogue7627,[FARM],2026-06-19,497013,126562,0
CrimsonGoblin9073,[BETA],2026-06-08,14433,39898,5
ToxicPhantom578,[VOID],2026-06-13,187017,131763,2
ToxicMage1423,[APEX],2026-06-18,25969,32413,2
ToxicSniper7025,[NULL],2026-06-11,343227,7431,4
VoidPhantom200,[KING],2026-06-22,166218,127655,5
FrostKnight8295,[BETA],2026-06-19,737605,5177,4
VoidRogue2387,[NULL],2026-06-20,129632,9098,2
FrostRogue8520,[WAR],2026-06-16,638867,34110,0
ShadowPhantom8406,[NULL],2026-06-10,53848,112797,3
FrostMage1852,[FARM],2026-06-21,757346,103986,3
ToxicKnight4108,[BETA],2026-06-16,748779,101591,1
ToxicSniper3970,[WAR],2026-06-10,412718,139229,1
ShadowViper2005,[KING],2026-06-25,541526,37245,5
FrostHunter2388,[VOID],2026-06-22,172888,142839,0
GhostPhantom7918,[VOID],2026-06-21,22590,35607,5
ToxicRogue8028,[VOID],2026-06-26,769746,98753,5
DarkHunter185,[BETA],2026-06-06,185843,119297,1
CrimsonGoblin1087,[KING],2026-06-25,173010,11176,3
IronKnight2849,[NOVA],2026-06-19,613817,65297,3
IronSniper1226,[NOVA],2026-06-19,720510,67030,4
FrostKnight4486,[BETA],2026-06-11,633099,111629,0
VoidViper9244,[NOVA],2026-06-26,721945,100509,4
DarkWarlord3643,[VOID],2026-06-20,611948,88564,3
StormSniper5297,[BETA],2026-06-14,306557,118436,2
CrimsonBeast6046,[WAR],2026-06-15,715690,39327,4
User4132776,[FARM],2026-06-26,225,1556478,10
CrimsonMage7290,[KING],2026-06-25,232680,80198,0
IronViper8046,[NOVA],2026-06-22,695129,132307,1
CrimsonHunter2377,[FARM],2026-06-13,768557,125468,0
IronRogue8794,[APEX],2026-06-09,520647,7323,3
ToxicSniper8801,[KING],2026-06-22,18952,92467,3
StormSniper9339,[APEX],2026-06-25,5435,35298,0
GhostRogue2536,[NOVA],2026-06-24,791677,35391,0
ToxicKnight1035,[NULL],2026-06-13,170245,83466,1
ShadowSniper1562,[BETA],2026-06-14,668653,93034,5
GhostBeast5318,[APEX],2026-06-25,267713,10894,4
StormSniper2092,[WAR],2026-06-18,348439,94016,0
DarkSniper6200,[VOID],2026-06-17,394326,109248,1
StormKnight8916,[VOID],2026-06-22,66650,69933,5
RadiantSniper889,[WAR],2026-06-20,493234,41609,2
ShadowWarlord3868,[VOID],2026-06-11,548712,42667,4
RadiantWarlord9281,[NULL],2026-06-07,280367,109537,5
StormKnight1900,[KING],2026-06-13,703122,26767,0
ShadowBeast1324,[KING],2026-06-11,396442,121569,4
ShadowKnight9550,[KING],2026-06-19,690360,105433,1
IronGoblin1549,[WAR],2026-06-22,268279,86000,4
VoidRogue464,[NOVA],2026-06-17,327487,59149,0
FrostGoblin894,[NOVA],2026-06-20,56214,90436,0
DarkSniper3857,[BETA],2026-06-15,335022,36679,2
DarkViper4739,[FARM],2026-06-24,326483,19587,2
CrimsonWarlord8482,[NOVA],2026-06-09,443616,21056,1
StormViper5781,[NULL],2026-06-14,464933,68267,0
FrostRogue2447,[FARM],2026-06-07,637733,21710,0
ShadowGoblin7037,[WAR],2026-06-20,773626,116340,0
DarkRogue5224,[VOID],2026-06-13,535994,106691,2
CrimsonGoblin2166,[NULL],2026-06-22,758354,148322,2
ToxicBeast8299,[VOID],2026-06-17,808762,96059,5
RadiantHunter9943,[BETA],2026-06-09,521736,67816,4
StormMage6317,[APEX],2026-06-06,141656,136490,1
ToxicRogue3822,[WAR],2026-06-26,86582,22763,5
CrimsonHunter994,[NOVA],2026-06-22,327093,16786,5
DarkMage5406,[APEX],2026-06-08,489153,45135,4
DarkHunter7601,[NOVA],2026-06-25,734830,41185,3
IronGoblin6115,[KING],2026-06-13,235024,88717,1
User4843824,[FARM],2026-06-22,783,1805192,18
ShadowSniper4913,[VOID],2026-06-17,323180,64813,5
FrostViper1861,[BETA],2026-06-07,530118,21660,2
User7563585,[FARM],2026-06-23,754,1227165,9
StormBeast6784,[BETA],2026-06-16,449106,78349,1
ShadowPhantom8603,[BETA],2026-06-11,380918,16792,3
ToxicSniper8937,[WAR],2026-06-14,398615,98697,4
DarkWarlord9805,[NOVA],2026-06-13,626602,95640,0
RadiantKnight8274,[KING],2026-06-15,467120,115494,2
RadiantPhantom3909,[NULL],2026-06-07,46570,59464,2
RadiantMage5278,[APEX],2026-06-15,778823,72684,4
RadiantViper8907,[FARM],2026-06-26,327873,120843,0
RadiantGoblin6976,[APEX],2026-06-07,474306,39091,0
ToxicWarlord4864,[APEX],2026-06-22,414907,113959,3
ToxicViper187,[KING],2026-06-18,181822,1197,0
CrimsonPhantom8199,[NULL],2026-06-22,205596,105700,1
RadiantBeast1939,[WAR],2026-06-07,631418,138370,4
GhostRogue8698,[BETA],2026-06-21,533794,64658,5
RadiantBeast1218,[KING],2026-06-20,532999,98636,3
ShadowHunter2233,[VOID],2026-06-19,21952,74092,0
ToxicViper8434,[WAR],2026-06-22,378741,34343,3
IronKnight1479,[BETA],2026-06-08,663483,99032,5
DarkViper509,[VOID],2026-06-14,638110,118893,2
GhostHunter1547,[APEX],2026-06-26,735423,103325,2
CrimsonMage5653,[NOVA],2026-06-12,834600,21413,0
User5832441,[FARM],2026-06-28,416,886665,23
IronSniper7089,[APEX],2026-06-15,109901,35155,1
VoidSniper8920,[FARM],2026-06-17,313779,58848,3
ShadowMage1046,[APEX],2026-06-13,638497,122311,0
CrimsonViper4001,[BETA],2026-06-11,473191,12520,3
CrimsonHunter9053,[FARM],2026-06-06,642066,15105,5
CrimsonKnight8637,[APEX],2026-06-19,391719,67495,3
StormHunter3105,[VOID],2026-06-18,101968,16554,0
FrostSniper3326,[APEX],2026-06-21,808117,24251,0
RadiantKnight9984,[NULL],2026-06-08,252084,17506,2
User5254967,[FARM],2026-06-24,447,972862,24
FrostKnight1385,[FARM],2026-06-22,65728,98634,5
RadiantWarlord2182,[NOVA],2026-06-19,254258,29689,2
StormBeast4984,[APEX],2026-06-09,156153,25631,1
GhostMage9470,[FARM],2026-06-13,361040,112167,0
ShadowPhantom7445,[APEX],2026-06-15,173108,107314,2
ShadowRogue2668,[NOVA],2026-06-06,249560,70172,3
RadiantBeast5803,[FARM],2026-06-16,539414,96462,4
VoidKnight4329,[NULL],2026-06-06,512350,121866,4
IronBeast7215,[BETA],2026-06-18,601549,119302,4
FrostMage5098,[APEX],2026-06-06,570534,61268,4
ToxicRogue2312,[NULL],2026-06-09,530135,138617,3
DarkViper5747,[KING],2026-06-18,389436,53414,4
StormWarlord5578,[FARM],2026-06-26,18089,21671,2
StormKnight5116,[APEX],2026-06-07,49758,108226,5
FrostKnight1538,[NOVA],2026-06-10,523590,131921,1
ToxicKnight4222,[WAR],2026-06-16,420302,9629,2
ShadowViper742,[FARM],2026-06-16,503747,87446,1
StormBeast405,[FARM],2026-06-25,271232,39929,3
ToxicPhantom7275,[VOID],2026-06-24,261827,20164,3
CrimsonMage5032,[BETA],2026-06-10,478366,6301,4
StormMage7223,[BETA],2026-06-23,88672,134419,3
DarkKnight168,[KING],2026-06-16,605788,26184,5
CrimsonPhantom5218,[NOVA],2026-06-22,667497,26618,0
User5925370,[FARM],2026-06-21,706,915466,21
GhostSniper8062,[NULL],2026-06-18,507441,28536,2
User9677238,[FARM],2026-06-22,671,1693938,21
IronGoblin9756,[FARM],2026-06-07,208964,73833,2
ShadowViper1463,[NULL],2026-06-08,296221,149260,2
CrimsonGoblin11,[NOVA],2026-06-19,264325,126406,3
ShadowWarlord7608,[FARM],2026-06-25,396309,4228,2
DarkPhantom647,[APEX],2026-06-25,822383,16908,3
StormSniper967,[APEX],2026-06-23,701811,149114,4
StormSniper2906,[WAR],2026-06-14,536119,39984,2
FrostRogue6555,[NULL],2026-06-19,578230,87662,1
CrimsonHunter5991,[KING],2026-06-10,846109,130341,3
DarkWarlord100,[WAR],2026-06-19,69884,144628,1
ShadowBeast9988,[NOVA],2026-06-20,118209,17762,0
VoidHunter4320,[KING],2026-06-08,714772,38773,4
ShadowBeast5396,[KING],2026-06-16,79485,128519,1
ShadowSniper7258,[VOID],2026-06-09,508765,128588,0
IronPhantom2904,[NOVA],2026-06-09,62431,115349,2
DarkViper4940,[NULL],2026-06-24,696637,47103,1
VoidPhantom4867,[NULL],2026-06-24,32737,69339,1
ShadowGoblin1427,[KING],2026-06-13,162644,83786,4
GhostBeast6681,[VOID],2026-06-20,644177,29994,4
VoidViper2287,[KING],2026-06-06,723041,8134,5
GhostPhantom4022,[NOVA],2026-06-07,38459,112339,0
CrimsonBeast9497,[VOID],2026-06-17,62722,46528,4
IronSniper9635,[APEX],2026-06-11,649266,69851,0
StormMage8194,[VOID],2026-06-08,204297,65861,5
ShadowMage5078,[NULL],2026-06-20,8781,120910,1
FrostHunter5332,[NOVA],2026-06-25,737585,44866,3
ShadowGoblin6996,[NOVA],2026-06-11,709985,84589,2
DarkKnight8316,[NULL],2026-06-10,390397,105494,3
FrostGoblin7484,[WAR],2026-06-24,51519,16950,3
ShadowWarlord5752,[APEX],2026-06-20,327071,72134,2
IronSniper3749,[WAR],2026-06-11,78908,139167,2
ShadowHunter9020,[NOVA],2026-06-08,574948,145195,4
GhostHunter1217,[NOVA],2026-06-09,489631,81059,5
RadiantHunter4987,[NOVA],2026-06-26,588585,32801,3
GhostViper2007,[KING],2026-06-14,248050,86526,5
ToxicBeast5718,[FARM],2026-06-14,547655,119674,1
IronHunter5757,[APEX],2026-06-09,159443,148423,3
CrimsonPhantom9384,[NOVA],2026-06-16,196338,122097,0
RadiantMage9708,[APEX],2026-06-16,566786,39411,5
GhostWarlord6381,[NULL],2026-06-08,362029,122583,3
IronGoblin1510,[FARM],2026-06-22,143712,129229,0
User4865412,[FARM],2026-06-27,891,1410411,18
VoidGoblin7627,[VOID],2026-06-23,529752,26084,5
IronViper5386,[VOID],2026-06-09,532343,32990,0
GhostMage1027,[BETA],2026-06-26,177333,72137,2
CrimsonWarlord4915,[FARM],2026-06-13,630088,9877,5
StormMage6346,[FARM],2026-06-22,731734,132109,1
GhostRogue8873,[FARM],2026-06-17,602854,66569,5
GhostPhantom4443,[WAR],2026-06-09,538805,19468,5
VoidWarlord8194,[FARM],2026-06-20,583760,57993,0
GhostWarlord7163,[VOID],2026-06-21,815029,44140,4
User4254320,[FARM],2026-06-28,855,1467850,25
ShadowGoblin6250,[NULL],2026-06-23,623629,146411,1
CrimsonViper3488,[WAR],2026-06-21,564990,75265,0
StormRogue7360,[VOID],2026-06-17,323950,118327,0
StormWarlord1884,[WAR],2026-06-07,699551,119676,3
StormGoblin970,[FARM],2026-06-19,839042,124240,1
FrostHunter8938,[BETA],2026-06-21,780676,109036,3
StormPhantom7245,[WAR],2026-06-13,790371,88711,3
ShadowHunter362,[WAR],2026-06-25,503406,16215,1
FrostViper3531,[KING],2026-06-24,681923,124031,3
StormRogue5326,[KING],2026-06-22,462964,145030,2
User4479768,[FARM],2026-06-23,116,1209765,21
IronMage2577,[FARM],2026-06-20,613175,61317,4
RadiantHunter3781,[APEX],2026-06-17,285181,148379,5
RadiantWarlord5976,[NULL],2026-06-25,472742,51135,5
StormRogue4549,[KING],2026-06-17,291743,78889,3
IronRogue92,[FARM],2026-06-09,835491,76732,5
