player_id,alliance_tag,account_creation_date,total_power_level,resources_transferred_out,days_since_last_login,integrity_flag
GhostRogue2400,[FARM],2026-06-07,650993,134448,1,Standard Player
DarkPhantom8910,[NOVA],2026-06-06,816221,134430,4,Standard Player
StormMage7223,[BETA],2026-06-23,88672,134419,3,Standard Player
StormWarlord3319,[FARM],2026-06-13,146168,134398,1,Standard Player
VoidHunter1424,[NOVA],2026-06-12,49902,134377,4,Standard Player
CrimsonKnight6771,[FARM],2026-06-13,444758,134372,1,Standard Player
ShadowSniper33,[NOVA],2026-06-11,592104,134370,0,Standard Player
VoidKnight9346,[KING],2026-06-25,232649,134360,0,Standard Player
CrimsonHunter7088,[KING],2026-06-06,41391,134322,3,Standard Player
DarkPhantom730,[FARM],2026-06-19,748331,134302,4,Standard Player
VoidSniper5602,[FARM],2026-06-18,787193,134301,4,Standard Player
IronWarlord1315,[APEX],2026-06-24,673309,134288,3,Standard Player
StormBeast8679,[FARM],2026-06-14,540897,134274,2,Standard Player
GhostHunter6426,[BETA],2026-06-12,756233,134271,3,Standard Player
VoidPhantom2793,[BETA],2026-06-17,213265,134228,4,Standard Player
StormPhantom8473,[BETA],2026-06-25,526449,134206,2,Standard Player
ToxicWarlord1763,[BETA],2026-06-08,677531,134204,4,Standard Player
FrostPhantom6274,[FARM],2026-06-26,72492,134115,5,Standard Player
GhostGoblin5887,[KING],2026-06-06,260667,134085,5,Standard Player
StormRogue8280,[FARM],2026-06-25,262890,134007,1,Standard Player
FrostKnight5648,[WAR],2026-06-16,272664,133991,1,Standard Player
ShadowMage1026,[WAR],2026-06-12,416355,133990,3,Standard Player
RadiantSniper3085,[KING],2026-06-15,88034,133942,1,Standard Player
ShadowSniper277,[WAR],2026-06-16,770697,133935,0,Standard Player
VoidMage5015,[BETA],2026-06-15,258439,133919,0,Standard Player
ShadowViper6881,[WAR],2026-06-14,610875,133911,4,Standard Player
ToxicViper2179,[APEX],2026-06-16,645844,133908,4,Standard Player
RadiantHunter6074,[WAR],2026-06-19,721782,133883,5,Standard Player
FrostWarlord7358,[NULL],2026-06-16,769339,133854,5,Standard Player
DarkHunter842,[KING],2026-06-06,329376,133849,3,Standard Player
VoidWarlord9205,[APEX],2026-06-07,702296,133812,1,Standard Player
GhostRogue4353,[NOVA],2026-06-20,807188,133751,2,Standard Player
GhostWarlord6607,[VOID],2026-06-19,780878,133704,2,Standard Player
DarkGoblin6234,[KING],2026-06-22,486893,133658,3,Standard Player
VoidRogue6103,[APEX],2026-06-06,505370,133618,1,Standard Player
ToxicSniper7051,[NULL],2026-06-15,468881,133577,5,Standard Player
GhostWarlord9566,[APEX],2026-06-16,784974,133573,0,Standard Player
ShadowPhantom3230,[APEX],2026-06-23,65002,133487,0,Standard Player
ShadowRogue9580,[NOVA],2026-06-14,266652,133442,5,Standard Player
DarkMage9282,[FARM],2026-06-13,74897,133418,5,Standard Player
StormMage5241,[NOVA],2026-06-25,673131,133385,3,Standard Player
ShadowViper9051,[FARM],2026-06-23,801112,133370,5,Standard Player
RadiantGoblin6609,[APEX],2026-06-24,542134,133342,0,Standard Player
DarkGoblin9349,[VOID],2026-06-07,609058,133332,5,Standard Player
FrostViper855,[APEX],2026-06-26,107500,133321,4,Standard Player
IronKnight5308,[NULL],2026-06-20,297879,133294,1,Standard Player
CrimsonMage5475,[APEX],2026-06-14,781284,133267,4,Standard Player
DarkHunter3783,[NOVA],2026-06-09,380257,133257,1,Standard Player
StormHunter9433,[BETA],2026-06-09,810114,133244,5,Standard Player
IronHunter9489,[NULL],2026-06-07,621725,133234,1,Standard Player
IronBeast5200,[NULL],2026-06-22,518862,133230,1,Standard Player
FrostKnight3575,[WAR],2026-06-15,832834,133174,0,Standard Player
GhostMage6557,[KING],2026-06-18,812973,133166,5,Standard Player
FrostWarlord6584,[BETA],2026-06-07,150929,133163,1,Standard Player
StormSniper427,[KING],2026-06-15,7292,133145,4,Standard Player
StormPhantom7227,[APEX],2026-06-24,429642,133137,5,Standard Player
RadiantViper7792,[BETA],2026-06-08,505424,133089,5,Standard Player
GhostPhantom921,[BETA],2026-06-14,264785,133066,0,Standard Player
VoidBeast4171,[WAR],2026-06-16,371171,133051,0,Standard Player
ToxicHunter8656,[KING],2026-06-24,290728,132978,5,Standard Player
IronKnight5318,[FARM],2026-06-22,692606,132947,3,Standard Player
ToxicKnight5811,[NULL],2026-06-14,266265,132941,0,Standard Player
VoidKnight1678,[NOVA],2026-06-16,518555,132934,1,Standard Player
DarkViper1977,[BETA],2026-06-25,206801,132926,3,Standard Player
IronBeast1188,[NULL],2026-06-16,164009,132924,4,Standard Player
GhostWarlord3295,[NULL],2026-06-17,641290,132914,4,Standard Player
RadiantMage1765,[BETA],2026-06-17,470376,132903,1,Standard Player
ShadowViper9208,[WAR],2026-06-24,179407,132884,1,Standard Player
IronMage3703,[VOID],2026-06-20,365181,132877,1,Standard Player
ToxicHunter2645,[NOVA],2026-06-07,727304,132871,0,Standard Player
IronHunter5808,[BETA],2026-06-21,630142,132847,2,Standard Player
ToxicBeast3934,[VOID],2026-06-19,428455,132842,2,Standard Player
StormMage9746,[VOID],2026-06-15,184241,132747,4,Standard Player
ShadowPhantom9463,[VOID],2026-06-12,377325,132746,2,Standard Player
IronBeast151,[VOID],2026-06-11,750128,132720,0,Standard Player
IronSniper264,[NULL],2026-06-17,305836,132716,5,Standard Player
ToxicViper3512,[KING],2026-06-14,685342,132620,3,Standard Player
FrostHunter8086,[KING],2026-06-14,407121,132607,1,Standard Player
CrimsonMage5251,[NULL],2026-06-14,509122,132584,5,Standard Player
VoidPhantom8340,[NOVA],2026-06-22,279406,132556,2,Standard Player
GhostMage2479,[VOID],2026-06-07,306314,132555,2,Standard Player
ToxicWarlord7831,[NOVA],2026-06-12,269733,132530,3,Standard Player
IronSniper1253,[FARM],2026-06-17,76552,132384,2,Standard Player
RadiantSniper7108,[KING],2026-06-15,66106,132364,2,Standard Player
GhostWarlord7532,[BETA],2026-06-17,516833,132355,2,Standard Player
IronViper8046,[NOVA],2026-06-22,695129,132307,1,Standard Player
CrimsonViper7858,[KING],2026-06-09,548207,132297,2,Standard Player
ToxicWarlord7616,[BETA],2026-06-12,311163,132279,2,Standard Player
RadiantBeast4435,[BETA],2026-06-26,421982,132196,2,Standard Player
ShadowPhantom379,[NOVA],2026-06-12,777279,132181,3,Standard Player
DarkBeast8596,[APEX],2026-06-14,605657,132165,1,Standard Player
StormMage6346,[FARM],2026-06-22,731734,132109,1,Standard Player
IronGoblin7082,[KING],2026-06-19,115474,131945,5,Standard Player
FrostKnight1538,[NOVA],2026-06-10,523590,131921,1,Standard Player
StormRogue7022,[NULL],2026-06-18,716944,131918,3,Standard Player
VoidRogue9635,[FARM],2026-06-08,715681,131908,1,Standard Player
FrostSniper7739,[BETA],2026-06-15,452335,131887,4,Standard Player
GhostViper740,[NOVA],2026-06-11,798052,131799,4,Standard Player
ToxicPhantom578,[VOID],2026-06-13,187017,131763,2,Standard Player
DarkRogue5972,[APEX],2026-06-09,792972,131728,0,Standard Player
CrimsonMage6265,[NOVA],2026-06-23,739581,131698,2,Standard Player
DarkGoblin5148,[NOVA],2026-06-26,459501,131685,1,Standard Player
DarkPhantom293,[WAR],2026-06-25,509937,131676,2,Standard Player
DarkPhantom2421,[WAR],2026-06-14,521124,131674,2,Standard Player
CrimsonSniper5293,[APEX],2026-06-22,774021,131622,2,Standard Player
CrimsonKnight5855,[FARM],2026-06-09,679647,131577,2,Standard Player
VoidRogue721,[WAR],2026-06-12,259136,131577,5,Standard Player
IronHunter1891,[FARM],2026-06-21,423400,131575,3,Standard Player
IronKnight9308,[WAR],2026-06-22,233258,131550,2,Standard Player
ShadowMage3171,[NOVA],2026-06-18,134071,131540,4,Standard Player
VoidBeast8435,[NOVA],2026-06-16,253692,131506,4,Standard Player
FrostPhantom8353,[WAR],2026-06-18,809258,131502,4,Standard Player
DarkBeast213,[NULL],2026-06-07,565093,131478,4,Standard Player
DarkKnight349,[FARM],2026-06-12,637063,131451,3,Standard Player
RadiantSniper5672,[BETA],2026-06-12,503217,131409,1,Standard Player
FrostGoblin9859,[WAR],2026-06-17,702722,131385,5,Standard Player
GhostBeast8323,[KING],2026-06-20,834320,131303,0,Standard Player
RadiantMage6049,[FARM],2026-06-13,776374,131242,3,Standard Player
DarkSniper6371,[KING],2026-06-24,719764,131201,5,Standard Player
FrostViper2730,[BETA],2026-06-20,678966,131189,0,Standard Player
ToxicPhantom2471,[APEX],2026-06-12,221148,131178,0,Standard Player
IronRogue9968,[KING],2026-06-13,721326,131163,5,Standard Player
VoidHunter2272,[NULL],2026-06-15,315085,131133,4,Standard Player
IronSniper2280,[NOVA],2026-06-13,92925,131106,3,Standard Player
GhostKnight2723,[KING],2026-06-21,37534,131093,5,Standard Player
FrostRogue6667,[NOVA],2026-06-17,538477,131067,4,Standard Player
StormGoblin6480,[APEX],2026-06-09,504298,131059,4,Standard Player
RadiantKnight634,[BETA],2026-06-11,557146,130970,5,Standard Player
FrostPhantom1940,[NULL],2026-06-09,631307,130920,4,Standard Player
DarkSniper5112,[APEX],2026-06-17,622920,130895,2,Standard Player
CrimsonBeast1352,[BETA],2026-06-24,603897,130879,4,Standard Player
IronViper2470,[BETA],2026-06-18,244639,130839,0,Standard Player
FrostGoblin9331,[KING],2026-06-11,530126,130796,1,Standard Player
GhostViper5949,[APEX],2026-06-11,590639,130756,4,Standard Player
DarkPhantom7578,[NOVA],2026-06-13,358773,130747,3,Standard Player
IronRogue154,[KING],2026-06-25,782269,130743,1,Standard Player
ShadowViper407,[NULL],2026-06-06,437365,130729,5,Standard Player
DarkWarlord5537,[KING],2026-06-26,314972,130725,2,Standard Player
CrimsonViper7586,[NULL],2026-06-12,290157,130659,3,Standard Player
ShadowPhantom4037,[APEX],2026-06-09,649393,130658,4,Standard Player
VoidPhantom5028,[NULL],2026-06-13,230682,130639,5,Standard Player
StormBeast5617,[VOID],2026-06-11,136204,130590,4,Standard Player
RadiantHunter6838,[KING],2026-06-14,701874,130573,3,Standard Player
VoidRogue9539,[BETA],2026-06-24,240381,130520,5,Standard Player
ToxicMage7233,[KING],2026-06-12,70785,130502,5,Standard Player
ToxicWarlord263,[NULL],2026-06-24,28934,130479,2,Standard Player
IronBeast9321,[NULL],2026-06-24,350340,130475,3,Standard Player
GhostSniper3617,[NULL],2026-06-21,478310,130452,1,Standard Player
CrimsonHunter5991,[KING],2026-06-10,846109,130341,3,Standard Player
VoidViper8228,[KING],2026-06-26,637441,130328,4,Standard Player
DarkPhantom5688,[FARM],2026-06-09,186764,130312,4,Standard Player
FrostSniper2096,[FARM],2026-06-19,629550,130276,1,Standard Player
VoidKnight3353,[NOVA],2026-06-23,9445,130267,2,Standard Player
ShadowWarlord2970,[BETA],2026-06-23,510552,130209,4,Standard Player
StormMage1951,[NOVA],2026-06-09,131086,130173,2,Standard Player
FrostGoblin9369,[APEX],2026-06-08,644363,130163,1,Standard Player
GhostSniper4171,[APEX],2026-06-18,457946,130096,0,Standard Player
DarkBeast5407,[APEX],2026-06-22,168117,130068,1,Standard Player
IronMage4348,[BETA],2026-06-15,426701,130005,1,Standard Player
GhostHunter4094,[BETA],2026-06-07,177637,129969,2,Standard Player
IronPhantom4730,[KING],2026-06-26,23978,129950,1,Standard Player
DarkRogue3541,[BETA],2026-06-16,251976,129910,1,Standard Player
RadiantKnight1379,[KING],2026-06-14,645096,129907,3,Standard Player
RadiantWarlord9140,[WAR],2026-06-06,319376,129892,2,Standard Player
ShadowViper7089,[WAR],2026-06-14,312386,129883,3,Standard Player
FrostHunter673,[NULL],2026-06-15,481048,129868,5,Standard Player
CrimsonHunter588,[APEX],2026-06-08,756794,129853,3,Standard Player
DarkGoblin533,[NULL],2026-06-08,713615,129839,1,Standard Player
RadiantBeast9278,[BETA],2026-06-14,579753,129778,1,Standard Player
RadiantSniper8062,[BETA],2026-06-24,116356,129742,1,Standard Player
CrimsonKnight6649,[APEX],2026-06-20,129681,129722,1,Standard Player
DarkRogue617,[KING],2026-06-09,503508,129680,1,Standard Player
StormViper6185,[NOVA],2026-06-13,100358,129679,0,Standard Player
RadiantWarlord740,[VOID],2026-06-07,375998,129673,3,Standard Player
RadiantMage5492,[NOVA],2026-06-14,265990,129635,0,Standard Player
FrostBeast9351,[VOID],2026-06-10,465107,129605,2,Standard Player
GhostBeast1677,[FARM],2026-06-09,642109,129602,4,Standard Player
CrimsonSniper5234,[NULL],2026-06-13,121943,129552,3,Standard Player
FrostKnight2543,[KING],2026-06-12,512346,129490,0,Standard Player
ShadowRogue8233,[APEX],2026-06-19,243725,129485,5,Standard Player
FrostRogue8181,[NULL],2026-06-08,815652,129469,2,Standard Player
StormBeast7465,[WAR],2026-06-25,667345,129449,2,Standard Player
DarkGoblin3613,[VOID],2026-06-19,718547,129441,1,Standard Player
DarkRogue8019,[APEX],2026-06-19,811681,129409,1,Standard Player
RadiantViper8377,[KING],2026-06-12,645528,129406,0,Standard Player
StormBeast307,[KING],2026-06-17,677641,129391,4,Standard Player
IronRogue4989,[VOID],2026-06-10,458912,129390,5,Standard Player
StormSniper1134,[NULL],2026-06-25,669953,129370,5,Standard Player
GhostKnight2898,[KING],2026-06-17,60305,129336,2,Standard Player
ToxicMage807,[BETA],2026-06-22,413276,129291,3,Standard Player
DarkGoblin4514,[KING],2026-06-12,531022,129269,0,Standard Player
VoidHunter9129,[BETA],2026-06-19,827022,129251,4,Standard Player
IronGoblin1510,[FARM],2026-06-22,143712,129229,0,Standard Player
DarkSniper4749,[NULL],2026-06-25,89439,129210,2,Standard Player
VoidWarlord2106,[NOVA],2026-06-20,710370,129210,3,Standard Player
IronHunter518,[NOVA],2026-06-23,50457,129138,1,Standard Player
DarkBeast5279,[VOID],2026-06-13,769042,129127,1,Standard Player
DarkHunter1815,[WAR],2026-06-23,422019,129120,2,Standard Player
ShadowPhantom2554,[WAR],2026-06-13,295243,129089,3,Standard Player
CrimsonKnight2926,[VOID],2026-06-21,648968,129084,5,Standard Player
StormGoblin6381,[VOID],2026-06-13,747772,128998,2,Standard Player
StormKnight4090,[WAR],2026-06-07,516089,128957,1,Standard Player
FrostMage895,[WAR],2026-06-15,627773,128917,1,Standard Player
DarkBeast1129,[NULL],2026-06-06,500022,128859,1,Standard Player
VoidBeast4223,[NOVA],2026-06-16,285738,128855,0,Standard Player
RadiantBeast6755,[VOID],2026-06-12,296608,128839,5,Standard Player
ShadowPhantom351,[BETA],2026-06-15,849667,128667,1,Standard Player
CrimsonWarlord3971,[KING],2026-06-14,581086,128637,2,Standard Player
VoidBeast1922,[FARM],2026-06-12,581134,128629,4,Standard Player
GhostHunter2268,[BETA],2026-06-14,769076,128616,0,Standard Player
RadiantHunter6458,[KING],2026-06-06,693940,128608,0,Standard Player
ShadowSniper7258,[VOID],2026-06-09,508765,128588,0,Standard Player
ShadowBeast5926,[FARM],2026-06-08,207828,128587,1,Standard Player
DarkPhantom4321,[NOVA],2026-06-13,459612,128522,1,Standard Player
ShadowBeast5396,[KING],2026-06-16,79485,128519,1,Standard Player
IronKnight4646,[WAR],2026-06-11,598989,128485,1,Standard Player
ToxicWarlord1627,[NULL],2026-06-13,8781,128440,0,Standard Player
GhostKnight1111,[BETA],2026-06-23,846973,128427,2,Standard Player
FrostKnight5761,[NULL],2026-06-10,732953,128367,4,Standard Player
IronSniper4562,[VOID],2026-06-23,603819,128348,5,Standard Player
DarkKnight5640,[NULL],2026-06-23,609134,128314,3,Standard Player
ShadowSniper8528,[NOVA],2026-06-20,661370,128283,0,Standard Player
GhostPhantom9652,[FARM],2026-06-14,437972,128250,3,Standard Player
ShadowRogue2274,[NOVA],2026-06-14,55953,128239,4,Standard Player
GhostGoblin1654,[WAR],2026-06-19,71580,128206,5,Standard Player
ToxicKnight5356,[APEX],2026-06-16,484514,128202,1,Standard Player
IronBeast7059,[FARM],2026-06-16,729390,128191,2,Standard Player
ShadowBeast7132,[BETA],2026-06-22,336129,128184,3,Standard Player
ShadowGoblin1700,[VOID],2026-06-06,725672,128165,3,Standard Player
RadiantWarlord5591,[APEX],2026-06-20,366117,128161,3,Standard Player
DarkWarlord1018,[KING],2026-06-12,380223,128147,1,Standard Player
RadiantWarlord9769,[VOID],2026-06-06,808902,128095,3,Standard Player
FrostRogue4600,[VOID],2026-06-09,727407,128020,1,Standard Player
VoidGoblin5293,[APEX],2026-06-18,604311,127997,5,Standard Player
StormBeast2339,[KING],2026-06-13,287737,127981,5,Standard Player
RadiantViper5254,[APEX],2026-06-12,355164,127971,1,Standard Player
StormSniper4456,[WAR],2026-06-20,761515,127940,0,Standard Player
DarkPhantom4751,[WAR],2026-06-23,799456,127930,2,Standard Player
FrostHunter5491,[BETA],2026-06-17,272516,127929,0,Standard Player
ToxicSniper5109,[VOID],2026-06-20,373104,127916,5,Standard Player
IronGoblin3203,[NULL],2026-06-13,406197,127882,0,Standard Player
CrimsonSniper3766,[APEX],2026-06-06,82209,127874,1,Standard Player
GhostMage6209,[NOVA],2026-06-08,265062,127848,4,Standard Player
DarkMage2076,[NOVA],2026-06-07,364175,127777,5,Standard Player
CrimsonBeast8183,[VOID],2026-06-25,674415,127775,4,Standard Player
FrostViper8964,[BETA],2026-06-09,813964,127750,5,Standard Player
FrostViper5275,[BETA],2026-06-10,777454,127746,2,Standard Player
StormWarlord9160,[NOVA],2026-06-26,316736,127711,0,Standard Player
VoidPhantom200,[KING],2026-06-22,166218,127655,5,Standard Player
GhostPhantom4916,[APEX],2026-06-20,211784,127636,0,Standard Player
IronMage492,[FARM],2026-06-10,114270,127624,5,Standard Player
IronBeast995,[BETA],2026-06-26,498196,127601,4,Standard Player
ToxicKnight4793,[NOVA],2026-06-12,533677,127597,0,Standard Player
GhostPhantom9836,[NULL],2026-06-21,105976,127590,1,Standard Player
FrostPhantom9866,[NULL],2026-06-19,658596,127586,3,Standard Player
FrostKnight9142,[WAR],2026-06-12,58910,127563,3,Standard Player
DarkMage1869,[FARM],2026-06-21,557921,127544,4,Standard Player
ShadowMage3163,[NOVA],2026-06-17,706987,127469,4,Standard Player
IronWarlord4546,[FARM],2026-06-16,514546,127438,5,Standard Player
StormGoblin4633,[NULL],2026-06-24,604302,127433,2,Standard Player
VoidSniper166,[WAR],2026-06-22,160341,127335,4,Standard Player
IronHunter5531,[VOID],2026-06-15,522167,127295,0,Standard Player
RadiantKnight9487,[FARM],2026-06-09,214701,127281,4,Standard Player
ToxicWarlord6945,[WAR],2026-06-07,578432,127270,0,Standard Player
RadiantMage1263,[NULL],2026-06-06,568373,127199,4,Standard Player
GhostBeast9173,[APEX],2026-06-24,293770,127158,2,Standard Player
CrimsonViper6693,[APEX],2026-06-22,355478,127145,2,Standard Player
DarkPhantom8105,[KING],2026-06-18,349109,127109,4,Standard Player
StormRogue7329,[KING],2026-06-08,416005,127108,5,Standard Player
FrostPhantom8764,[NULL],2026-06-13,331067,127087,5,Standard Player
DarkRogue1304,[NOVA],2026-06-22,681564,127082,5,Standard Player
ShadowRogue8342,[KING],2026-06-25,712510,126983,2,Standard Player
DarkRogue5627,[WAR],2026-06-12,256427,126969,5,Standard Player
CrimsonBeast9627,[NOVA],2026-06-08,200978,126962,5,Standard Player
GhostBeast9777,[NULL],2026-06-14,151730,126940,2,Standard Player
FrostHunter7290,[KING],2026-06-18,718302,126874,5,Standard Player
RadiantRogue4817,[WAR],2026-06-19,545593,126860,0,Standard Player
ToxicBeast3623,[BETA],2026-06-16,32198,126827,1,Standard Player
ShadowMage5291,[APEX],2026-06-14,126948,126722,2,Standard Player
ToxicViper2232,[FARM],2026-06-14,485432,126716,5,Standard Player
VoidPhantom8316,[NOVA],2026-06-12,35106,126690,4,Standard Player
StormViper6708,[BETA],2026-06-10,423029,126686,3,Standard Player
VoidWarlord2307,[WAR],2026-06-20,207502,126657,2,Standard Player
RadiantSniper7900,[NULL],2026-06-22,764154,126651,1,Standard Player
VoidGoblin9343,[WAR],2026-06-23,553244,126612,0,Standard Player
FrostBeast4263,[NULL],2026-06-18,649444,126609,3,Standard Player
VoidPhantom6769,[WAR],2026-06-09,446750,126596,4,Standard Player
RadiantMage7923,[BETA],2026-06-18,583637,126568,0,Standard Player
IronHunter6186,[FARM],2026-06-16,754455,126566,4,Standard Player
ShadowRogue7627,[FARM],2026-06-19,497013,126562,0,Standard Player
CrimsonKnight9449,[NULL],2026-06-21,178452,126550,5,Standard Player
VoidHunter9844,[BETA],2026-06-26,101816,126535,3,Standard Player
VoidRogue8273,[BETA],2026-06-13,529735,126510,3,Standard Player
DarkHunter2797,[WAR],2026-06-14,189371,126495,5,Standard Player
GhostViper4905,[WAR],2026-06-20,816900,126494,2,Standard Player
RadiantHunter600,[NOVA],2026-06-25,650179,126437,2,Standard Player
StormHunter2953,[VOID],2026-06-07,185677,126430,4,Standard Player
FrostMage517,[NOVA],2026-06-06,94736,126424,5,Standard Player
CrimsonGoblin11,[NOVA],2026-06-19,264325,126406,3,Standard Player
IronWarlord107,[APEX],2026-06-22,466122,126405,0,Standard Player
DarkMage5900,[APEX],2026-06-15,594355,126250,1,Standard Player
StormViper8836,[KING],2026-06-16,565776,126227,0,Standard Player
DarkViper3177,[WAR],2026-06-07,214491,126214,1,Standard Player
VoidViper9832,[VOID],2026-06-10,796182,126203,4,Standard Player
RadiantBeast1372,[WAR],2026-06-07,666757,126195,3,Standard Player
IronViper6494,[VOID],2026-06-11,395106,126165,0,Standard Player
DarkBeast1598,[BETA],2026-06-18,558240,126131,0,Standard Player
ShadowBeast322,[FARM],2026-06-24,605825,126080,2,Standard Player
DarkMage9240,[NOVA],2026-06-11,568276,126015,3,Standard Player
IronMage469,[NULL],2026-06-20,225003,125995,5,Standard Player
ShadowKnight3699,[WAR],2026-06-14,580951,125986,1,Standard Player
FrostKnight7300,[APEX],2026-06-10,517246,125977,4,Standard Player
StormMage6789,[NULL],2026-06-14,628776,125964,3,Standard Player
FrostViper5075,[FARM],2026-06-06,543382,125934,3,Standard Player
ToxicPhantom9307,[KING],2026-06-15,62931,125854,4,Standard Player
ToxicViper7667,[FARM],2026-06-18,398523,125773,1,Standard Player
CrimsonWarlord6528,[BETA],2026-06-21,109289,125727,5,Standard Player
DarkGoblin6599,[KING],2026-06-10,341690,125722,4,Standard Player
FrostBeast1338,[FARM],2026-06-09,363257,125704,2,Standard Player
ToxicSniper2204,[VOID],2026-06-25,438712,125695,1,Standard Player
FrostKnight7626,[APEX],2026-06-10,270475,125682,0,Standard Player
FrostRogue9168,[KING],2026-06-21,249753,125635,1,Standard Player
ShadowViper376,[NOVA],2026-06-12,501619,125633,3,Standard Player
ToxicSniper4743,[VOID],2026-06-21,133034,125538,2,Standard Player
StormKnight2273,[BETA],2026-06-15,478210,125528,3,Standard Player
StormPhantom5393,[BETA],2026-06-23,32286,125510,1,Standard Player
CrimsonHunter2377,[FARM],2026-06-13,768557,125468,0,Standard Player
IronGoblin2904,[BETA],2026-06-17,121655,125453,4,Standard Player
IronBeast7923,[APEX],2026-06-07,620490,125448,0,Standard Player
StormKnight1113,[NOVA],2026-06-14,843924,125432,0,Standard Player
StormRogue7778,[NOVA],2026-06-06,588540,125334,1,Standard Player
FrostMage3471,[APEX],2026-06-17,99755,125324,4,Standard Player
ToxicHunter3959,[NULL],2026-06-20,837441,125321,0,Standard Player
RadiantViper8426,[KING],2026-06-16,764084,125312,1,Standard Player
DarkViper6281,[NOVA],2026-06-24,669602,125258,2,Standard Player
CrimsonMage3848,[NULL],2026-06-13,407859,125202,3,Standard Player
FrostSniper1729,[APEX],2026-06-24,626875,125165,0,Standard Player
DarkSniper4029,[WAR],2026-06-14,8095,125149,4,Standard Player
RadiantBeast5675,[KING],2026-06-06,393398,125124,4,Standard Player
ShadowKnight5056,[BETA],2026-06-18,57571,125106,0,Standard Player
RadiantBeast527,[KING],2026-06-08,529195,125063,0,Standard Player
DarkViper7546,[BETA],2026-06-19,559008,125012,5,Standard Player
StormPhantom5781,[BETA],2026-06-13,501126,125007,5,Standard Player
VoidGoblin1855,[FARM],2026-06-09,312100,124996,0,Standard Player
CrimsonViper5811,[WAR],2026-06-17,243314,124877,4,Standard Player
StormSniper6290,[BETA],2026-06-18,499505,124867,3,Standard Player
CrimsonRogue8765,[WAR],2026-06-25,164134,124861,1,Standard Player
RadiantViper9545,[NULL],2026-06-26,510235,124834,0,Standard Player
VoidKnight6470,[WAR],2026-06-22,493465,124831,1,Standard Player
VoidGoblin6307,[FARM],2026-06-06,451433,124776,1,Standard Player
ToxicRogue1818,[BETA],2026-06-21,578181,124767,1,Standard Player
VoidRogue3265,[NULL],2026-06-23,390049,124746,0,Standard Player
GhostViper9971,[FARM],2026-06-10,358326,124732,0,Standard Player
IronKnight8215,[WAR],2026-06-10,214712,124669,3,Standard Player
VoidSniper3512,[NOVA],2026-06-25,658564,124641,1,Standard Player
CrimsonViper6410,[NOVA],2026-06-22,498316,124610,5,Standard Player
RadiantHunter5038,[BETA],2026-06-18,499573,124586,5,Standard Player
DarkGoblin9779,[BETA],2026-06-17,688575,124577,4,Standard Player
FrostViper1118,[BETA],2026-06-07,468101,124550,4,Standard Player
CrimsonMage1678,[NOVA],2026-06-22,409832,124510,2,Standard Player
CrimsonViper2292,[VOID],2026-06-18,110971,124502,2,Standard Player
ShadowGoblin1344,[FARM],2026-06-16,844603,124499,0,Standard Player
DarkBeast4202,[WAR],2026-06-23,579759,124438,3,Standard Player
DarkSniper1521,[FARM],2026-06-22,623833,124399,3,Standard Player
VoidMage1422,[APEX],2026-06-16,140187,124375,0,Standard Player
ToxicKnight2239,[NOVA],2026-06-12,580502,124372,5,Standard Player
ShadowKnight8943,[NULL],2026-06-22,185282,124250,4,Standard Player
ShadowPhantom4139,[FARM],2026-06-16,774930,124248,3,Standard Player
RadiantRogue3570,[WAR],2026-06-13,30259,124241,1,Standard Player
StormGoblin970,[FARM],2026-06-19,839042,124240,1,Standard Player
IronKnight6586,[VOID],2026-06-19,160299,124212,0,Standard Player
ToxicGoblin4187,[BETA],2026-06-24,555624,124199,1,Standard Player
IronKnight9548,[NOVA],2026-06-10,351086,124121,5,Standard Player
CrimsonMage4368,[WAR],2026-06-06,363597,124060,4,Standard Player
FrostViper3531,[KING],2026-06-24,681923,124031,3,Standard Player
ShadowRogue7551,[VOID],2026-06-18,399225,123970,5,Standard Player
GhostKnight4416,[VOID],2026-06-19,418966,123928,3,Standard Player
IronWarlord7027,[WAR],2026-06-15,643492,123881,3,Standard Player
IronPhantom300,[APEX],2026-06-16,90432,123867,5,Standard Player
RadiantBeast2286,[WAR],2026-06-09,398799,123862,2,Standard Player
CrimsonBeast1152,[KING],2026-06-09,412690,123809,5,Standard Player
VoidViper5061,[NULL],2026-06-08,243827,123750,4,Standard Player
GhostHunter9655,[VOID],2026-06-25,79049,123711,1,Standard Player
FrostGoblin9842,[APEX],2026-06-26,533959,123689,0,Standard Player
GhostMage9083,[NOVA],2026-06-07,177597,123671,4,Standard Player
VoidWarlord8162,[KING],2026-06-14,14240,123658,5,Standard Player
VoidKnight2758,[NULL],2026-06-15,562269,123638,3,Standard Player
IronRogue66,[KING],2026-06-10,26663,123583,4,Standard Player
CrimsonWarlord6367,[NOVA],2026-06-21,71660,123475,3,Standard Player
DarkBeast3956,[NOVA],2026-06-08,447622,123417,4,Standard Player
FrostWarlord856,[FARM],2026-06-19,404486,123413,3,Standard Player
VoidSniper6822,[WAR],2026-06-06,684215,123404,0,Standard Player
StormKnight2801,[NOVA],2026-06-11,642510,123404,3,Standard Player
ToxicKnight8441,[FARM],2026-06-08,363447,123377,5,Standard Player
CrimsonPhantom1152,[APEX],2026-06-14,600438,123350,1,Standard Player
ShadowMage8830,[NULL],2026-06-10,376813,123319,0,Standard Player
